Fact,Category
Crème brûlée means “burnt cream” in French.,Arts & Culture - Food & Culinary
Gelatin is made from collagen.,Arts & Culture - Food & Culinary
The first potato chips were made in New York in 1853.,Arts & Culture - Food & Culinary
Nachos were invented in Mexico in 1943.,Arts & Culture - Food & Culinary
The club sandwich first appeared in the 19th century.,Arts & Culture - Food & Culinary
Barbecue traditions differ worldwide.,Arts & Culture - Food & Culinary
Sushi chefs in Japan train for years.,Arts & Culture - Food & Culinary
Wasabi is often replaced with horseradish outside Japan.,Arts & Culture - Food & Culinary
Soy sauce has hundreds of chemical compounds contributing to flavor.,Arts & Culture - Food & Culinary
Coffee houses were centers of political debate in Europe.,Arts & Culture - Food & Culinary
"The word “whiskey” comes from the Gaelic uisge beatha, meaning “water of life.”",Arts & Culture - Food & Culinary
Beer is one of the oldest prepared drinks.,Arts & Culture - Food & Culinary
"Wine dates back over 8,000 years to Georgia.",Arts & Culture - Food & Culinary
Champagne bottles contain pressure equivalent to a car tire.,Arts & Culture - Food & Culinary
Absinthe was banned in many countries for nearly a century.,Arts & Culture - Food & Culinary
Tequila is made from the blue agave plant.,Arts & Culture - Food & Culinary
Rum was historically linked to naval rations.,Arts & Culture - Food & Culinary
The mojito originated in Cuba.,Arts & Culture - Food & Culinary
Sake is a Japanese rice wine.,Arts & Culture - Food & Culinary
Coffee is the second most traded commodity after oil.,Arts & Culture - Food & Culinary
Espresso means “pressed out” in Italian.,Arts & Culture - Food & Culinary
Cappuccino is named after Capuchin monks.,Arts & Culture - Food & Culinary
The margarita is the most popular cocktail in the U.S.,Arts & Culture - Food & Culinary
Kombucha is a fermented tea.,Arts & Culture - Food & Culinary
Bubble tea originated in Taiwan.,Arts & Culture - Food & Culinary
Beer foam is called the “head.”,Arts & Culture - Food & Culinary
Gin and tonic was invented as a malaria treatment.,Arts & Culture - Food & Culinary
Absinthe contains wormwood.,Arts & Culture - Food & Culinary
Hot chocolate was brought to Europe by Spanish explorers.,Arts & Culture - Food & Culinary
The Bloody Mary cocktail is named after Queen Mary I of England.,Arts & Culture - Food & Culinary
The piña colada is Puerto Rico’s national drink.,Arts & Culture - Food & Culinary
Whiskey barrels contribute to flavor as they age.,Arts & Culture - Food & Culinary
India is the largest consumer of spices.,Arts & Culture - Food & Culinary
Cloves are dried flower buds.,Arts & Culture - Food & Culinary
Nutmeg can be toxic in large amounts.,Arts & Culture - Food & Culinary
Pepper was once called “black gold.”,Arts & Culture - Food & Culinary
Cinnamon comes from the bark of trees.,Arts & Culture - Food & Culinary
Cardamom is known as the “queen of spices.”,Arts & Culture - Food & Culinary
Paprika is made from ground peppers.,Arts & Culture - Food & Culinary
Basil is sacred in some cultures.,Arts & Culture - Food & Culinary
Mint was used by ancient Greeks in perfumes.,Arts & Culture - Food & Culinary
Coriander leaves are also called cilantro.,Arts & Culture - Food & Culinary
Oregano is widely used in Mediterranean cooking.,Arts & Culture - Food & Culinary
Rosemary is associated with memory enhancement.,Arts & Culture - Food & Culinary
Thyme was used as an embalming herb in ancient Egypt.,Arts & Culture - Food & Culinary
Street food is a cultural staple in many countries.,Arts & Culture - Food & Culinary
Hot dogs became popular in the U.S. in the early 1900s.,Arts & Culture - Food & Culinary
Satay skewers are popular in Southeast Asia.,Arts & Culture - Food & Culinary
Tacos al pastor originated in Mexico with Lebanese influence.,Arts & Culture - Food & Culinary
Bánh mì sandwiches are a fusion of French and Vietnamese cuisine.,Arts & Culture - Food & Culinary
Curry fish balls are popular in Hong Kong.,Arts & Culture - Food & Culinary
Poutine is Canada’s signature street food.,Arts & Culture - Food & Culinary
Kebab skewers are eaten worldwide.,Arts & Culture - Food & Culinary
Pretzels were invented by monks in Europe.,Arts & Culture - Food & Culinary
Cotton candy is called “fairy floss” in Australia.,Arts & Culture - Food & Culinary
Funnel cakes are common at fairs.,Arts & Culture - Food & Culinary
Belgian waffles became famous at the 1964 World’s Fair.,Arts & Culture - Food & Culinary
"Gelato has less air than ice cream, making it denser.",Arts & Culture - Food & Culinary
Tiramisu was invented in Italy in the 1960s.,Arts & Culture - Food & Culinary
Mochi ice cream is a Japanese-American creation.,Arts & Culture - Food & Culinary
The éclair means “flash of lightning” in French.,Arts & Culture - Food & Culinary
"Food reflects culture, geography, and history worldwide.",Arts & Culture - Food & Culinary
"Bananas are berries, but strawberries are not.",Arts & Culture - Funny & True
Cows have best friends and get stressed when separated.,Arts & Culture - Funny & True
Sloths can hold their breath longer than dolphins.,Arts & Culture - Funny & True
A day on Venus is longer than a year on Venus.,Arts & Culture - Funny & True
Wombat poop is cube-shaped.,Arts & Culture - Funny & True
Sharks existed before trees.,Arts & Culture - Funny & True
Koalas have fingerprints nearly identical to humans.,Arts & Culture - Funny & True
Your stomach gets a new lining every 3–4 days.,Arts & Culture - Funny & True
"Octopuses have three hearts, and two stop when they swim.",Arts & Culture - Funny & True
Honey never spoils—it’s edible after thousands of years.,Arts & Culture - Funny & True
A shrimp’s heart is in its head.,Arts & Culture - Funny & True
Pigeons can recognize themselves in mirrors.,Arts & Culture - Funny & True
The inventor of the Pringles can was buried in one.,Arts & Culture - Funny & True
Elephants can’t jump.,Arts & Culture - Funny & True
Sea otters hold hands while they sleep.,Arts & Culture - Funny & True
There are more stars in space than grains of sand on Earth.,Arts & Culture - Funny & True
Scotland has 421 words for “snow.”,Arts & Culture - Funny & True
Crocodiles can’t stick out their tongues.,Arts & Culture - Funny & True
A group of flamingos is called a “flamboyance.”,Arts & Culture - Funny & True
A group of crows is called a “murder.”,Arts & Culture - Funny & True
A group of porcupines is called a “prickle.”,Arts & Culture - Funny & True
Butterflies taste with their feet.,Arts & Culture - Funny & True
Hippos’ sweat is pink and acts as sunscreen.,Arts & Culture - Funny & True
The dot over the letter “i” is called a “tittle.”,Arts & Culture - Funny & True
A sneeze travels about 100 mph.,Arts & Culture - Funny & True
Some turtles can breathe through their butts.,Arts & Culture - Funny & True
Mosquitoes are attracted to people who eat bananas.,Arts & Culture - Funny & True
The heart of a blue whale is the size of a small car.,Arts & Culture - Funny & True
A cloud can weigh over a million pounds.,Arts & Culture - Funny & True
The average person spends 6 months of life waiting at red lights.,Arts & Culture - Funny & True
Ants never sleep.,Arts & Culture - Funny & True
Cats can’t taste sweetness.,Arts & Culture - Funny & True
Some cats are allergic to humans.,Arts & Culture - Funny & True
Sharks can live for over 500 years.,Arts & Culture - Funny & True
An ostrich’s eye is bigger than its brain.,Arts & Culture - Funny & True
Rabbits can’t vomit.,Arts & Culture - Funny & True
Kangaroos can’t walk backward.,Arts & Culture - Funny & True
There’s a species of jellyfish that is biologically immortal.,Arts & Culture - Funny & True
Snails can sleep for three years.,Arts & Culture - Funny & True
Frogs can freeze solid and still survive.,Arts & Culture - Funny & True
Starfish can regenerate entire arms.,Arts & Culture - Funny & True
Owls can’t move their eyeballs.,Arts & Culture - Funny & True
A cockroach can live a week without its head.,Arts & Culture - Funny & True
Ducks have corkscrew-shaped private parts.,Arts & Culture - Funny & True
Male seahorses get pregnant.,Arts & Culture - Funny & True
Giraffes only sleep about 30 minutes a day.,Arts & Culture - Funny & True
Ants can lift 50 times their body weight.,Arts & Culture - Funny & True
Cows can walk upstairs but not downstairs.,Arts & Culture - Funny & True
Dolphins give each other names.,Arts & Culture - Funny & True
Parrots can outlive humans—some live 80+ years.,Arts & Culture - Funny & True
Cats spend 70% of their lives sleeping.,Arts & Culture - Funny & True
"Dogs’ sense of smell is up to 100,000 times better than ours.",Arts & Culture - Funny & True
Squirrels accidentally plant thousands of trees by forgetting nuts.,Arts & Culture - Funny & True
Goats have rectangular pupils.,Arts & Culture - Funny & True
A goldfish’s memory span is longer than 3 seconds—it’s months.,Arts & Culture - Funny & True
Penguins propose with pebbles.,Arts & Culture - Funny & True
Horses can’t burp.,Arts & Culture - Funny & True
A shrimp’s heart is located in its head.,Arts & Culture - Funny & True
Flamingos are only pink because of their diet.,Arts & Culture - Funny & True
Cows produce more milk when listening to music.,Arts & Culture - Funny & True
Honeybees can recognize human faces.,Arts & Culture - Funny & True
Some fish can climb waterfalls.,Arts & Culture - Funny & True
Sharks don’t get cancer easily.,Arts & Culture - Funny & True
Slugs have four noses.,Arts & Culture - Funny & True
There are more chickens than humans on Earth.,Arts & Culture - Funny & True
Bats are the only mammals capable of sustained flight.,Arts & Culture - Funny & True
Reindeer eyes change color with the seasons.,Arts & Culture - Funny & True
A cat’s whiskers are as wide as its body.,Arts & Culture - Funny & True
"Cheetahs can’t roar, only meow.",Arts & Culture - Funny & True
"Camels store fat, not water, in their humps.",Arts & Culture - Funny & True
Butterflies can see ultraviolet light.,Arts & Culture - Funny & True
Polar bears have black skin.,Arts & Culture - Funny & True
